timestamp,vehicle_ids,overlap_ratio,relative_speed,velocities,centers,alert_sent,notes
2025-06-20 17:07:31,"['6', '8']",0.3334952803997779,15.824697423050035,"[(-16.402430120240805, 10.613337136626402), (-3.859395322409601, 0.9648488306024002)]","[(518, 26), (398, 41)]",False,Automated detection
2025-06-20 17:07:32,"['7', '11']",0.5201999885064077,13.051022118650787,"[(-8.355060760036302, 10.026072912043563), (0.0, 0.0)]","[(385, 70), (357, 73)]",False,Automated detection
2025-06-20 17:07:34,"['6', '7']",0.6918259193833307,90.98214706785666,"[(-4.390811857473313, 3.659009881227761), (82.6936233157474, -22.685861263612118)]","[(499, 39), (498, 39)]",False,Automated detection
2025-06-20 17:07:35,"['7', '8']",0.47723935389133626,0.7924952324304695,"[(0.7924952324304695, 0.7924952324304695), (0.0, 0.7924952324304695)]","[(499, 40), (393, 44)]",False,Automated detection
2025-06-20 17:07:36,"['6', '8']",0.5995569776027566,80.1184550015576,"[(-8.389938186563397, 4.576329919943671), (71.69583541245085, 2.2881649599718354)]","[(487, 46), (487, 47)]",False,Automated detection
2025-06-20 17:07:38,"['11', '14']",0.7751844601716609,1.5154130410607753,"[(-0.6777133147603147, 1.3554266295206294), (0.0, 0.0)]","[(350, 99), (360, 101)]",False,Automated detection
2025-06-20 17:07:39,"['6', '7']",0.6229264386225832,4.699024185852301,"[(-2.7646633867506156, 1.8431089245004104), (1.8431089245004104, 0.9215544622502052)]","[(482, 49), (499, 47)]",False,Automated detection
2025-06-20 17:07:39,"['3', '14']",0.3191358155952963,10.705154490445777,"[(-1.0869437559037058, 1.6304156338555589), (-10.86943755903706, 5.978190657470383)]","[(210, 118), (340, 112)]",False,Automated detection
2025-06-20 17:07:40,"['3', '11']",0.34898388227049754,9.38499058322504,"[(-7.945790842101009, -1.7657312982446687), (-1.7657312982446687, 5.297193894734006)]","[(207, 116), (347, 111)]",False,Automated detection
2025-06-20 17:07:40,"['7', '8']",0.7593245500092781,3.9482952128740343,"[(2.648596947367003, 1.7657312982446687), (-0.8828656491223343, 3.5314625964893374)]","[(503, 50), (483, 56)]",False,Automated detection
